Reviewer,Country,Title,Review Text,Date,Rating,Link
Marik Ashkandi,PH,Stick to Zero,"All the flavour of the regular coke, but with 0 sugar added. Levels of sugar on regular coke is just way too high for regular consumption.","May 10, 2019",3,https://www.trustpilot.com/users/5cd599f61ad17614a53a758c
Maricon De Guzman,PH,I loved when coke introduced their…,I loved when coke introduced their personalized bottles with names on them. It encouraged me to go out and look for one with my name. I bought many because of this!,"Feb 20, 2019",5,https://www.trustpilot.com/users/5c6d214828e0b96404d599a2
Michael Cooke,GB,Giving a bad review to coke a cola due…,Giving a bad review to coke a cola due to going from 2 litter bottles to a 1.5 litter bottle funny how pepsi still does its 2 litter bottles and cheaper than coke a cola and pepsi contains 1 gram more sugar for every 250ml to me sugar tax is a complete farse. I bought a pepsi 2 litter bottle tonight for £1.92 against coke a cola at £2.50 for 1.5 litters coke has a cheeky way of marketing so i won't be buying coke no more.,"Updated Feb 14, 2019",1,https://www.trustpilot.com/users/5c6417a69aac323688c35c81
Maksymilian,PL,Very unhealthy,"Very unhealthy, but tasty...","Feb 13, 2019",4,https://www.trustpilot.com/users/5bf179885483f4b8a94e2b23
SnowBlind,NL,My favourite drink by far.,My favourite drink by far.. There's people saying coca taste the same as pepsi they must lack the sense of taste tbh,"Jan 23, 2019",5,https://www.trustpilot.com/users/5c482fc5d201f799672124f8
Limao Novo,NL,Way better than pepsi,"Way better than pepsi, every time people try to say ""we don't have cola only pepsi"" I leave the restaurant imediately","Jan 14, 2019",4,https://www.trustpilot.com/users/5c3d11fb60b20d030ec20068
Matthew Simons,US,No competition!,"Ever since my childhood, the same old delicious flavour!","Jan 14, 2019",4,https://www.trustpilot.com/users/5c3cd4ce42487620f8e66199
Jack Steel,US,"Very tasty, but needs more variants..","Coca-cola and coca-cola zero. That's it. While super tasty, there's no innovation compared to say, pepsi. They need to add in some more flavours to keep up with the market.","Jan 9, 2019",3,https://www.trustpilot.com/users/5c3610729d9d3d9832f8b843
Jason Shepherd,GB,A slightly worse Pepsi,"While Coca-Cola has had it's glory days, it's competitor Pepsi is gaining up on it fast, with different flavours and innovative marketing.","Jan 4, 2019",3,https://www.trustpilot.com/users/5c2ebcfe826bd274168ffc56
Joseph Fidalgo,UA,Delicious but poisonous,"Coca Cola, while tasty and a trademark for generations, is highly poisonous to your body with the ammount of sugar it has. Zero is a healthier option.","Jan 2, 2019",3,https://www.trustpilot.com/users/5c2cab2823c0c1099e11418a
Kevin Randall,US,"Tasty, but no innovation whatsoever","Coca-cola is just sticking to what has worked for decades. While the flavour is definitively good, they need to step up and innovate, as Pepsi is already surpassing them.","Dec 28, 2018",3,https://www.trustpilot.com/users/5c2628abb1584ab98f54ca5a
Kai,NO,Good childhood memories of it,Good childhood memories of it. Very good marketing that makes the product taste better,"Dec 25, 2018",5,https://www.trustpilot.com/users/5c22b066e550e17aa8f58bf0
Zakaria,TN,Nothing beats a cracking a cold coke…,Nothing beats a cracking a cold coke after a hard day's work,"Dec 25, 2018",4,https://www.trustpilot.com/users/5c22434be550e1b760f52fa8
Jay,,,,5 days ago,,https://www.trustpilot.com/users/664a4863f9916eaccee9f40d
Dave,,,,4 days ago,,https://www.trustpilot.com/users/67ee290674626a453f55ec7c
Keneth Leonard,,,,"Mar 30, 2025",,https://www.trustpilot.com/users/67e94ec989ee1484f94e9663
Shae Brown,,,,"Mar 6, 2025",,https://www.trustpilot.com/users/67c914d9a30fd86f932d0285
Sharish Shresta,US,"Great taste, but outclassed","While Coca-cola has that unique flavour that no other brand can copy, Pepsi gives them a run for their money on the taste department, while also being cheaper.","Dec 25, 2018",3,https://www.trustpilot.com/users/5c216dc4e550e198bbf49a1c
Richard Croia,BE,Amazingly tasty!,"Coca-cola has been a staple drink for most of us, due to it's trademark flavour that no one can copy. Even after all these years, the taste remains unique.","Dec 17, 2018",4,https://www.trustpilot.com/users/5c182b9d6291ac6f44ecf594
Roche Roche,BD,No cola no jibon,,"Dec 17, 2018",5,https://www.trustpilot.com/users/5c179eb66291ac8a71ec66cc
John Stoic,UA,Simply the best!,"Coca-cola has been a staple throught my life, and it's amazing that even after all these years, their flavour is simply unmatched!","Dec 6, 2018",5,https://www.trustpilot.com/users/5c0890b5c574bf2ac231513a
James Plinth,US,That original taste!,"The same good old taste, even after all these years <3","Dec 3, 2018",4,https://www.trustpilot.com/users/5c05b94c5483f4b8a9ee6480
Philip Morris,US,"A classic, but Pepsi is better!","Pepsi has a better flavour than Coca Cola, on all of their products. Pepsi twist blows any coca-cola out of the water!","Nov 30, 2018",3,https://www.trustpilot.com/users/5c00a5515483f4b8a9442b53
Alex Boyle,US,I am addicted to Coca-Cola,I am addicted to Coca-Cola. It is toxic but still i am consuming without any control. My body keeps asking for Coca-Cola. I will not recommend them for kids.,"Nov 29, 2018",5,https://www.trustpilot.com/users/5bffd7625483f4b8a99643ee
Catarina Marques,IE,Terrible customer service on social media!!,I’m trying to contact Coca-Cola via PM FOR MONTHS on Facebook about a summer contest I participated and they are simply ignoring me. They replied once and did not addressed my inquiry.  Terrible customer service.,"Nov 28, 2018",1,https://www.trustpilot.com/users/5bfdeef85483f4b8a902ee17
Mark Boucher,US,Coca-Cola is not a safest beverage,Coca-Cola is not a safest beverage. I am feel bad that i am addicted to Coca-Cola. This is very injurious to health. please avoid drinking Coca-Cola,"Nov 14, 2018",2,https://www.trustpilot.com/users/5bebfcd95483f4b8a93361e5
Macullam,US,Coca-Cola is the most dangerous drink…,Coca-Cola is the most dangerous drink as i have consumed in my life. I do not care if they delete my review but this is true.,"Nov 13, 2018",4,https://www.trustpilot.com/users/5beb0dc65483f4b8a965d5a1
Amado Lacap Turla,SA,Coca cola taste good drink,,"Nov 11, 2018",5,https://www.trustpilot.com/users/5be7d78f5483f4b8a93f9a28
Kevin Peterson,US,Coca-Cola is my favorite drink and i am…,"Coca-Cola is my favorite drink and i am addicted to it. The sad part is, it is not healthy. who caress still i love it.","Nov 8, 2018",3,https://www.trustpilot.com/users/5be3e8955483f4b8a932350e
Chris Philipson,FR,Good taste but it's not healthy,Good taste but it's not healthy. But I like it :),"Nov 4, 2018",3,https://www.trustpilot.com/users/5bdf56554de5666d3433caad
Colton Fredrick,US,hate it and i will not recommend it as…,hate it and i will not recommend it as it is not a healthy drink for anyone else.  For god sake please stop taking them,"Nov 1, 2018",1,https://www.trustpilot.com/users/5bdb37264de5666d340cebf1
Jorgen Valger,SE,What can I say..,What can I say... An icon and a loved beverage that continues to keep its incredible taste. Love Love Love. Also great that you can get it no matter what in the world you are.,"Oct 5, 2018",5,https://www.trustpilot.com/users/5ba4e0894de5666d345eeee4
Simontelle,HR,Best,"Top brand over too many years, unreplaceable.","Sep 18, 2018",5,https://www.trustpilot.com/users/5ba03db94de5666d34249fe7
Orthodoxx,KE,Toxic poison to your body,Toxic poison to your bodyUnbelievably nice quench to your thirst,"Aug 22, 2018",2,https://www.trustpilot.com/users/5b7d16db4de5666d3441fe7f
Frank,GB,Coca-Cola puts profits before people,"Coca-Cola is another corporation that only cares about profits, not people.Read the article ""How Coke Spun the Public on its Water Use"" at theinvestigativefund.org.  Coke claims to give back as much water as it uses. An investigation shows it isn't even close.  Look deeper and you'll find a history of violating workers' rights and exploitation of people local to their factories.Coca-Cola: a Profits before People corporation.","Aug 13, 2018",1,https://www.trustpilot.com/users/544f8a0c000064000192d07d
Charlene's Style Boutique,US,Charlene's Style Boutique Loves Coca Cola,We love Coca Cola and at our photo shoots we love  drinking  Coca Cola. Charlene's Style Boutique,"Jun 3, 2018",5,https://www.trustpilot.com/users/5b1425f14de5666d34f84a1d
The Critic,GB,Best there is,"Best there is, best there was and the best there ever will be","Apr 26, 2018",5,https://www.trustpilot.com/users/582848d00000ff000a56c44a
Jay,,,,5 days ago,,https://www.trustpilot.com/users/664a4863f9916eaccee9f40d
Dave,,,,4 days ago,,https://www.trustpilot.com/users/67ee290674626a453f55ec7c
Keneth Leonard,,,,"Mar 30, 2025",,https://www.trustpilot.com/users/67e94ec989ee1484f94e9663
Shae Brown,,,,"Mar 6, 2025",,https://www.trustpilot.com/users/67c914d9a30fd86f932d0285
Jason,AS,lovely taste for years,,"Apr 26, 2018",5,https://www.trustpilot.com/users/5ae174b94de5666d34a42a13
Ed,GB,Great product,,"Apr 11, 2018",5,https://www.trustpilot.com/users/5acdd1c74de5666d3424aa2b
Margaret Skinner,LV,When they changed sugar for HFCS I …,When they changed sugar for HFCS I stopped buying it.,"Feb 8, 2018",1,https://www.trustpilot.com/users/5a7c654964c8174c8cf47e60
Rachel Mendoza,US,Tastes great!,Tastes great! It isn't good for your health if you drink too much of it.,"Nov 27, 2017",4,https://www.trustpilot.com/users/5a1b754a0000ff000ae80175
Ethan Scott,GB,From then until now,"From then until now, I love this drink though. Nice advertisements too.","Nov 16, 2017",5,https://www.trustpilot.com/users/5a0cfad60000ff000ae31e93
Donald,US,For businesses they are terrible,For businesses they are terrible. Philadelphia coca cola company is terrible. Deliveries not made and multiple calls to try and receive info on missed deliveries and always get run around. No respect for small businesses. Forget using their website to place orders or get information.,"Sep 29, 2017",1,https://www.trustpilot.com/users/581e20340000ff000a546ef5
Jeffery Yorshoweaged,US,so far I love coke..........,so far I love coke........... but obviously it's not good for you health.,"Aug 18, 2017",3,https://www.trustpilot.com/users/5996799a0000ff000abd46e3
Michael,GB,I love coke so bad plz never leave,,"Jul 9, 2017",5,https://www.trustpilot.com/users/596204b80000ff000aad2b52
Ahmed Salah,EG,Wonderful and trustworthy company,,"Jun 29, 2017",5,https://www.trustpilot.com/users/5954ff120000ff000aa987c4
Michelle Abreu,US,Hate it,"It's bad for you, I know every soda is but coke is on the very top of that list.","Updated Jun 21, 2017",1,https://www.trustpilot.com/users/594a1fdb0000ff000aa63182
David,US,Been on hold for 30m for a basic …,Been on hold for 30m for a basic billing question! Also they never call you back about inquiries you make after they say someone will get back to you,"Jun 13, 2017",1,https://www.trustpilot.com/users/594030b30000ff000aa35119
Vlad Suteu,RO,Best there is!,,"Jun 5, 2017",5,https://www.trustpilot.com/users/59357ed40000ff000aa01774
Jamie,GB,The company I would say is ok,"The company I would say is ok when it comes to it's product, but there can be issue with certain stuff.","Jun 3, 2017",3,https://www.trustpilot.com/users/5be067ea39e271755a1e6b34
Rhonda Meiners,US,Coke turned it's BACK on us,"Just would like everyone to know what the Coca-Cola Bottling Company did to me about a month ago I opened up a Coca Cola bottle went to take a drink and a big piece of glass went cutting down my throat and cut the back of my throat badly I was rushed to the hospital upon exiting the hospital I called Coca Cola be a loyal customer that I am and ask them to pay for my medical bills they called me they sent reps to my house then come at me with Coca Cola of mexico is to blame it wasn't America Coca Cola that was to blame it was Mexico Coca Cola co. that was to blame funny y'all both have the same trademark and logo but now Mexico Coca-Cola to blame right read the letter that I wrote below to Coca-ColaHelloI got to thinking about our phone conversation today and I like for you to understand the obvious. First, i don't have a problem handing over the bottle or anything else over to you along with the pictures and video but it will have to be at the same time as your  Co. Is either handing me over a monastery amount in a check form or direct deposit then YES the evidence is all yours. I know coca cola has reps here in San Antonio as ur Co. Does at every major city and i also know that theycould come over to my house and look at my evidence, get the label # themselves..and ve done simpke that easy....BUT I WILL NOT TURN IN THE BOTTLE in question UNTIL WE HAVE AN AGREEMENT ON PAYMENT and that is not negotiable.  Im in this for the long haul should your Co. Decide to c what im really made of.  I didbt ask for this injury but its ur companies failt that i was injured i am 100% sure about that. ILL GO AS HIGH UP IN the COCA COLA Co. AS I HAVE TO to be heard and to make sure this doesn't happen to anyone else.How ridiculous is this....WHAT If Coca Cola decides after I send in bottle in that... Nah...now that we have the bottle we are in the clear he can't prove it now. Common sense to the average person would say exactly what I am saying to your request and I think it's insulting for you to act like me not wanting to send you the bottle, my main piece of evidence in to you tomorrow by Fed Wx coming to get bottle is far fetched and ridiculous to say the least. ... not to mention kind of shady....Oh and isnt coca cola Mexico still part of the COCA cola Co. PERIOD.....Yes I think so...Listen, I have more then kept my side of the bargain here. I haven't gone hiring an attorney or going public to the news MEDIA.In fact  I Gave your Co. What most people in my situation would do The chance to settle this quietly before I went to the media and press about this and believe me this story will go out on the san antonio news as my brother in law is the main news anchor here on CBS at 5... I Gave your Co. THE CHANCE, AND Respect plus my loyalty to you because I've DRANK  your products not just Cokes for over 20+ years now ...ive been a loyal ,loyal purchaser and consumer since i was a child...I am however Seriously finding myself second guessing not only my decision to give ur Co. A chance first but I am second guessing your loyalty not only to me as a consumer  but also to the public at large as consumersI know your company has been sued At least in five occasions for this very thing (reference these cases)1. Pulley vs. Pacific coca cola award $2500 in 19662.1984 12 year old swallowed glass was award and found favor with COURT resulting in your Co. Paying his parents3.1994 Alabama Coca Cola vs.Parker Awarded $ 10,000 sec 2d 786.4514.2010 John Preston drank glass awarded undisclosed amount5.Andy Loft also was awarded money from COCA COLA for this very thing....and none of them had as much information and evidence as I do.Those were just the ones I found right away. So with that being said where do we now stand. I am not prepared to turn over evidence until we come to an agreement and I'm not wIlling to wait very much longer for your co. To decide if I truly am serious  about this issue and persuing it or if im in this dog fight for the long haul should Coca Cola now turns its back on me. Because the answer to that question is YES I AM.You made a statement to me yesterday did I know I was being recorded....  why you asked me that was a little off if you ask me but none the less I have nothing to hide,  and ive been forth right and truthful in every aspect of this since this ordeal began. So I guess I am now saying that either your company comes to me in the next day [friday] with an offer of atleast $10,000 to pay hospital bills and some pain and suffering aka cut throat, spitting up blood for days, unable ro eat for days, and going to Er to name just a few ... by the end of this week Sunday...then you can take to the bank....that you will be hearing COCA COLA name in the news. But You have the chance to stop that but only for the next day or two otherwise negotiations with Ur Co. Will be at conclusion. I'm sure you well know Once I go to attorney we both know I will not be able to speak with ur co. Again. It will then be to late...so Coca Cola what r u going to do? The ball is now in your COURT and I am saving this letter along with all other correspondence just as I've saved ALL evidence in this matter to submit to media as well. I wonder what the public would view  and say as to ur treatment of a loyal consumer...... such as myself and possubly to them as well.... it's up to CC?... Monday  will start a whole new chapter in this. Thank you and good day. I think I am being fair more then fair and i also think that it's a very small price to pay for pain and suffering to keep CC reputation where it's been for the past several years. Once again thank you.... if you can reach me then please call Rhonda my fiance at 210.815.4642..thank you.Anthony Cmielewski","May 26, 2017",1,https://www.trustpilot.com/users/5928bcda0000ff000a9cd177
